OrderID,CustomerID,Region,OrderDate,DistanceKM,Weather,TimeOfDay,Traffic,ExpectedDeliveryMins,ActualDeliveryMins,DelayMins,SevereDelay
ORD_000512,CUST_01561,Colombo 1-15,2023-01-13 20:00:00,10.395067942088406,Clear,Lunch,Low,36.0,41.0,5.0,0
ORD_000513,CUST_00402,Galle,2023-01-13 21:00:00,13.119761447281702,Clear,Lunch,High,41.0,66.0,25.0,0
ORD_000514,CUST_00521,Colombo Suburbs,2023-01-13 22:00:00,3.342030847018604,Clear,Dinner,Gridlock,22.0,94.0,72.0,1
ORD_000515,CUST_00785,Colombo 1-15,2023-01-13 22:00:00,1.6487323498885007,Clear,Lunch,Medium,18.0,23.0,5.0,0
ORD_000516,CUST_01716,Galle,2023-01-13 22:00:00,1.569734141448907,Clear,Afternoon,Gridlock,18.0,79.0,61.0,1
ORD_000517,CUST_00001,Colombo 1-15,2023-01-13 23:00:00,8.679296665595222,Clear,Late Night,Medium,32.0,36.0,4.0,0
ORD_000518,CUST_00455,Colombo 1-15,2023-01-13 23:00:00,4.377469114372894,Heavy Rain (Monsoon),Lunch,Gridlock,24.0,121.0,97.0,1
ORD_000519,CUST_00946,Colombo 1-15,2023-01-13 23:00:00,4.91170413156775,Light Rain,Dinner,Medium,25.0,48.0,23.0,0
ORD_000520,CUST_01045,Gampaha,2023-01-14 00:00:00,1.8306562397389894,Clear,Afternoon,Medium,19.0,38.0,19.0,0
ORD_000521,CUST_00959,Colombo 1-15,2023-01-14 00:00:00,3.075309490791582,Clear,Lunch,High,21.0,31.0,10.0,0
ORD_000522,CUST_00037,Colombo 1-15,2023-01-14 02:00:00,3.8661515975827965,Clear,Dinner,Medium,23.0,27.0,4.0,0
ORD_000523,CUST_00180,Colombo 1-15,2023-01-14 02:00:00,4.972482397063142,Clear,Dinner,Gridlock,25.0,72.0,47.0,1
ORD_000524,CUST_00258,Colombo Suburbs,2023-01-14 05:00:00,3.6718806905243913,Clear,Morning,Low,22.0,18.0,-4.0,0
ORD_000525,CUST_01294,Colombo Suburbs,2023-01-14 06:00:00,2.668020737900194,Clear,Afternoon,Medium,20.0,30.0,10.0,0
ORD_000526,CUST_00156,Colombo 1-15,2023-01-14 06:00:00,3.0274373533585277,Clear,Dinner,Gridlock,21.0,83.0,62.0,1
ORD_000527,CUST_00089,Gampaha,2023-01-14 06:00:00,8.20022541046606,Clear,Morning,Low,31.0,37.0,6.0,0
ORD_000528,CUST_01833,Colombo Suburbs,2023-01-14 07:00:00,5.065193345382264,Heavy Rain (Monsoon),Lunch,High,25.0,105.0,80.0,1
ORD_000529,CUST_00001,Colombo 1-15,2023-01-14 08:00:00,6.086531647510137,Clear,Dinner,Gridlock,27.0,59.0,32.0,1
ORD_000530,CUST_01991,Kandy,2023-01-14 08:00:00,2.8592606989965432,Clear,Dinner,Medium,21.0,40.0,19.0,0
ORD_000531,CUST_00916,Colombo Suburbs,2023-01-14 09:00:00,1.023356854274267,Clear,Dinner,High,17.0,44.0,27.0,0
ORD_000532,CUST_01373,Gampaha,2023-01-14 10:00:00,3.450253982873393,Clear,Lunch,Medium,22.0,36.0,14.0,0
ORD_000533,CUST_00174,Colombo 1-15,2023-01-14 11:00:00,2.9058173858374134,Heavy Rain (Monsoon),Afternoon,Medium,21.0,45.0,24.0,0
ORD_000534,CUST_00001,Colombo 1-15,2023-01-14 11:00:00,5.33615915231243,Clear,Dinner,High,26.0,48.0,22.0,0
ORD_000535,CUST_01089,Galle,2023-01-14 12:00:00,20.0,Heavy Rain (Monsoon),Lunch,High,55.0,111.0,56.0,1
ORD_000536,CUST_01391,Colombo 1-15,2023-01-14 12:00:00,6.344466456427202,Clear,Afternoon,Medium,28.0,40.0,12.0,0
ORD_000537,CUST_01097,Colombo 1-15,2023-01-14 12:00:00,17.60142878459033,Clear,Dinner,High,50.0,70.0,20.0,0
ORD_000538,CUST_00041,Colombo 1-15,2023-01-14 13:00:00,5.955915025448634,Clear,Dinner,High,27.0,54.0,27.0,0
ORD_000539,CUST_01135,Colombo Suburbs,2023-01-14 14:00:00,3.27087286739301,Light Rain,Lunch,Medium,22.0,37.0,15.0,0
ORD_000540,CUST_01182,Colombo 1-15,2023-01-14 14:00:00,5.333235230175723,Clear,Lunch,Gridlock,26.0,96.0,70.0,1
ORD_000541,CUST_00867,Colombo 1-15,2023-01-14 14:00:00,10.91697917519522,Heavy Rain (Monsoon),Afternoon,High,37.0,104.0,67.0,1
ORD_000542,CUST_01174,Colombo 1-15,2023-01-14 17:00:00,11.18732340177988,Clear,Dinner,High,37.0,52.0,15.0,0
ORD_000543,CUST_01431,Colombo Suburbs,2023-01-14 19:00:00,3.3613118051409154,Clear,Dinner,High,22.0,51.0,29.0,0
ORD_000544,CUST_00753,Colombo Suburbs,2023-01-14 19:00:00,5.0865095453246,Clear,Lunch,Gridlock,25.0,81.0,56.0,1
ORD_000545,CUST_00016,Colombo 1-15,2023-01-14 19:00:00,2.193210737092765,Clear,Morning,Medium,19.0,15.0,-4.0,0
ORD_000546,CUST_00476,Galle,2023-01-14 19:00:00,6.7688710302481105,Clear,Dinner,High,29.0,38.0,9.0,0
ORD_000547,CUST_00013,Gampaha,2023-01-14 19:00:00,9.744249825335164,Light Rain,Late Night,Medium,34.0,55.0,21.0,0
ORD_000548,CUST_00333,Colombo 1-15,2023-01-14 19:00:00,4.571766747655716,Clear,Dinner,High,24.0,50.0,26.0,0
ORD_000549,CUST_00332,Kandy,2023-01-14 19:00:00,3.2101188867279284,Clear,Dinner,Medium,21.0,28.0,7.0,0
ORD_000550,CUST_00009,Colombo Suburbs,2023-01-14 19:00:00,5.36590729582808,Clear,Late Night,Low,26.0,21.0,-5.0,0
ORD_000551,CUST_00244,Colombo 1-15,2023-01-14 20:00:00,5.5219414791128285,Clear,Lunch,Gridlock,26.0,67.0,41.0,1
ORD_000552,CUST_00025,Colombo Suburbs,2023-01-14 20:00:00,4.667258787457614,Clear,Afternoon,Low,24.0,20.0,-4.0,0
ORD_000553,CUST_01306,Gampaha,2023-01-14 20:00:00,4.900599586232892,Clear,Morning,Medium,25.0,32.0,7.0,0
ORD_000554,CUST_01796,Colombo 1-15,2023-01-14 20:00:00,4.108642059497591,Light Rain,Late Night,Low,23.0,42.0,19.0,0
ORD_000555,CUST_00011,Colombo 1-15,2023-01-14 21:00:00,7.374126570643665,Clear,Afternoon,Medium,30.0,33.0,3.0,0
ORD_000556,CUST_01824,Kandy,2023-01-14 22:00:00,6.476069207874027,Light Rain,Lunch,Medium,28.0,45.0,17.0,0
ORD_000557,CUST_00546,Colombo 1-15,2023-01-14 23:00:00,2.741344316187217,Clear,Morning,Low,20.0,16.0,-4.0,0
ORD_000558,CUST_00180,Colombo 1-15,2023-01-15 01:00:00,2.70392574982837,Clear,Lunch,Gridlock,20.0,98.0,78.0,1
ORD_000559,CUST_00012,Galle,2023-01-15 02:00:00,3.9464355988564264,Clear,Morning,High,23.0,50.0,27.0,0
ORD_000560,CUST_00501,Colombo Suburbs,2023-01-15 02:00:00,6.478043670310959,Light Rain,Lunch,High,28.0,61.0,33.0,1
ORD_000561,CUST_01262,Kandy,2023-01-15 03:00:00,4.826051830275952,Light Rain,Late Night,Low,25.0,37.0,12.0,0
ORD_000562,CUST_01000,Colombo Suburbs,2023-01-15 03:00:00,3.2492519315468424,Clear,Lunch,High,21.0,41.0,20.0,0
ORD_000563,CUST_00006,Colombo 1-15,2023-01-15 04:00:00,5.107751553906149,Clear,Afternoon,Medium,25.0,33.0,8.0,0
ORD_000564,CUST_00011,Colombo 1-15,2023-01-15 04:00:00,3.798456272974625,Clear,Lunch,High,23.0,51.0,28.0,0
ORD_000565,CUST_00325,Galle,2023-01-15 05:00:00,6.960443754275328,Light Rain,Dinner,Gridlock,29.0,67.0,38.0,1
ORD_000566,CUST_00175,Colombo Suburbs,2023-01-15 05:00:00,5.29376237741232,Light Rain,Afternoon,Medium,26.0,38.0,12.0,0
ORD_000567,CUST_00108,Kandy,2023-01-15 05:00:00,3.828070560961679,Clear,Lunch,Gridlock,23.0,79.0,56.0,1
ORD_000568,CUST_00158,Kandy,2023-01-15 05:00:00,5.03170748136009,Clear,Dinner,High,25.0,50.0,25.0,0
ORD_000569,CUST_01291,Colombo 1-15,2023-01-15 06:00:00,8.649694736664989,Light Rain,Dinner,High,32.0,53.0,21.0,0
ORD_000570,CUST_01727,Colombo Suburbs,2023-01-15 06:00:00,3.3709174973854568,Clear,Late Night,Low,22.0,27.0,5.0,0
ORD_000571,CUST_00329,Colombo Suburbs,2023-01-15 07:00:00,5.481224313197324,Clear,Morning,Medium,26.0,33.0,7.0,0
ORD_000572,CUST_01642,Gampaha,2023-01-15 07:00:00,4.326547283289071,Clear,Afternoon,Medium,24.0,33.0,9.0,0
ORD_000573,CUST_00207,Colombo 1-15,2023-01-15 07:00:00,5.54830148361768,Clear,Late Night,Low,26.0,27.0,1.0,0
ORD_000574,CUST_00454,Galle,2023-01-15 07:00:00,3.230760405548418,Heavy Rain (Monsoon),Dinner,High,21.0,73.0,52.0,1
ORD_000575,CUST_00103,Colombo 1-15,2023-01-15 08:00:00,4.735880744275945,Heavy Rain (Monsoon),Dinner,Medium,24.0,73.0,49.0,1
ORD_000576,CUST_00821,Gampaha,2023-01-15 08:00:00,7.798345854022432,Clear,Dinner,Medium,31.0,37.0,6.0,0
ORD_000577,CUST_01916,Kandy,2023-01-15 09:00:00,2.805260794101293,Clear,Dinner,Medium,21.0,27.0,6.0,0
ORD_000578,CUST_00729,Colombo 1-15,2023-01-15 09:00:00,2.305499713363741,Light Rain,Dinner,High,20.0,60.0,40.0,1
ORD_000579,CUST_00256,Colombo Suburbs,2023-01-15 10:00:00,2.349663714624599,Clear,Morning,Medium,20.0,21.0,1.0,0
ORD_000580,CUST_00839,Colombo Suburbs,2023-01-15 11:00:00,2.495948294379798,Clear,Dinner,High,20.0,37.0,17.0,0
ORD_000581,CUST_00031,Colombo Suburbs,2023-01-15 14:00:00,6.035517761218806,Clear,Dinner,High,27.0,54.0,27.0,0
ORD_000582,CUST_01579,Colombo Suburbs,2023-01-15 14:00:00,2.2190299858088025,Clear,Morning,Medium,19.0,29.0,10.0,0
ORD_000583,CUST_00506,Colombo 1-15,2023-01-15 15:00:00,3.8614869427500427,Clear,Lunch,Gridlock,23.0,86.0,63.0,1
ORD_000584,CUST_00404,Gampaha,2023-01-15 15:00:00,6.1052231057624216,Clear,Lunch,Gridlock,27.0,81.0,54.0,1
ORD_000585,CUST_00687,Colombo Suburbs,2023-01-15 15:00:00,5.519733224765495,Clear,Dinner,High,26.0,42.0,16.0,0
ORD_000586,CUST_00781,Colombo Suburbs,2023-01-15 15:00:00,3.6958867423958544,Light Rain,Dinner,High,22.0,54.0,32.0,1
ORD_000587,CUST_00011,Colombo 1-15,2023-01-15 17:00:00,4.930605824887624,Heavy Rain (Monsoon),Dinner,Medium,25.0,49.0,24.0,0
ORD_000588,CUST_00932,Gampaha,2023-01-15 17:00:00,4.728332790880426,Light Rain,Dinner,High,24.0,60.0,36.0,1
ORD_000589,CUST_00118,Colombo 1-15,2023-01-15 17:00:00,4.0063456725519755,Clear,Afternoon,Medium,23.0,35.0,12.0,0
ORD_000590,CUST_01019,Galle,2023-01-15 18:00:00,4.033290889733758,Clear,Dinner,Gridlock,23.0,75.0,52.0,1
ORD_000591,CUST_01353,Colombo Suburbs,2023-01-15 18:00:00,13.704355710528144,Light Rain,Lunch,High,42.0,78.0,36.0,1
ORD_000592,CUST_01293,Colombo Suburbs,2023-01-15 20:00:00,6.717092867740738,Heavy Rain (Monsoon),Dinner,High,28.0,78.0,50.0,1
ORD_000593,CUST_00611,Colombo 1-15,2023-01-15 21:00:00,15.492026291550753,Clear,Lunch,High,46.0,77.0,31.0,1
ORD_000594,CUST_00541,Galle,2023-01-15 21:00:00,3.4956468370489375,Clear,Morning,Gridlock,22.0,54.0,32.0,1
ORD_000595,CUST_00041,Colombo 1-15,2023-01-15 21:00:00,4.295279811698368,Clear,Lunch,High,24.0,39.0,15.0,0
ORD_000596,CUST_01202,Colombo 1-15,2023-01-15 22:00:00,2.302365602886082,Clear,Afternoon,Low,20.0,20.0,0.0,0
ORD_000597,CUST_00148,Colombo Suburbs,2023-01-15 22:00:00,2.989830207363506,Clear,Dinner,High,21.0,31.0,10.0,0
ORD_000598,CUST_00494,Colombo 1-15,2023-01-15 23:00:00,11.59943713779582,Heavy Rain (Monsoon),Afternoon,Low,38.0,67.0,29.0,0
ORD_000599,CUST_00162,Colombo Suburbs,2023-01-15 23:00:00,3.452100392033396,Clear,Lunch,Gridlock,22.0,66.0,44.0,1
ORD_000600,CUST_00036,Gampaha,2023-01-15 23:00:00,11.700606172443912,Clear,Late Night,Low,38.0,33.0,-5.0,0
ORD_000601,CUST_00793,Colombo Suburbs,2023-01-16 00:00:00,2.4068500747073087,Heavy Rain (Monsoon),Lunch,Gridlock,20.0,105.0,85.0,1
ORD_000602,CUST_00006,Colombo 1-15,2023-01-16 00:00:00,2.646572702067075,Clear,Late Night,Low,20.0,22.0,2.0,0
ORD_000603,CUST_01121,Gampaha,2023-01-16 01:00:00,3.7787164538300826,Light Rain,Late Night,Medium,23.0,37.0,14.0,0
ORD_000604,CUST_00202,Colombo 1-15,2023-01-16 01:00:00,4.341088135535964,Clear,Afternoon,Low,24.0,19.0,-5.0,0
ORD_000605,CUST_00001,Colombo 1-15,2023-01-16 02:00:00,7.110294377228419,Heavy Rain (Monsoon),Morning,Medium,29.0,79.0,50.0,1
ORD_000606,CUST_00523,Galle,2023-01-16 03:00:00,5.614683437485226,Clear,Dinner,Low,26.0,31.0,5.0,0
ORD_000607,CUST_00005,Colombo 1-15,2023-01-16 03:00:00,3.6394856667739384,Heavy Rain (Monsoon),Dinner,Medium,22.0,91.0,69.0,1
ORD_000608,CUST_00153,Colombo 1-15,2023-01-16 03:00:00,4.192688172115573,Clear,Lunch,Gridlock,23.0,90.0,67.0,1
ORD_000609,CUST_01000,Colombo Suburbs,2023-01-16 04:00:00,3.8208332996839283,Clear,Lunch,Medium,23.0,33.0,10.0,0
ORD_000610,CUST_00008,Gampaha,2023-01-16 04:00:00,2.8367900031325104,Clear,Dinner,Medium,21.0,31.0,10.0,0
ORD_000611,CUST_01409,Colombo Suburbs,2023-01-16 05:00:00,2.8749018418440864,Clear,Afternoon,Gridlock,21.0,63.0,42.0,1
ORD_000612,CUST_00001,Colombo 1-15,2023-01-16 05:00:00,7.492795401442005,Clear,Lunch,High,30.0,53.0,23.0,0
ORD_000613,CUST_00122,Gampaha,2023-01-16 06:00:00,1.7966387103620993,Heavy Rain (Monsoon),Late Night,Low,19.0,56.0,37.0,1
ORD_000614,CUST_01098,Colombo 1-15,2023-01-16 06:00:00,10.06112863485863,Clear,Late Night,Low,35.0,36.0,1.0,0
ORD_000615,CUST_00200,Kandy,2023-01-16 07:00:00,3.7753869743125223,Clear,Lunch,Gridlock,23.0,54.0,31.0,1
ORD_000616,CUST_00021,Colombo Suburbs,2023-01-16 08:00:00,3.0457454939731865,Clear,Morning,Medium,21.0,31.0,10.0,0
ORD_000617,CUST_00260,Colombo 1-15,2023-01-16 08:00:00,6.487515549626006,Light Rain,Dinner,High,28.0,56.0,28.0,0
ORD_000618,CUST_00147,Colombo Suburbs,2023-01-16 09:00:00,9.417863819079756,Clear,Lunch,High,34.0,59.0,25.0,0
ORD_000619,CUST_01420,Galle,2023-01-16 10:00:00,7.836687409709043,Heavy Rain (Monsoon),Morning,Medium,31.0,66.0,35.0,1
ORD_000620,CUST_00197,Kandy,2023-01-16 10:00:00,5.759934048217134,Clear,Dinner,High,27.0,49.0,22.0,0
ORD_000621,CUST_01245,Kandy,2023-01-16 10:00:00,7.717046744985108,Clear,Late Night,Medium,30.0,36.0,6.0,0
ORD_000622,CUST_01591,Colombo Suburbs,2023-01-16 11:00:00,1.8998049280004325,Clear,Lunch,Gridlock,19.0,54.0,35.0,1
ORD_000623,CUST_00377,Gampaha,2023-01-16 11:00:00,3.452452089833238,Light Rain,Dinner,Gridlock,22.0,98.0,76.0,1
ORD_000624,CUST_01656,Galle,2023-01-16 12:00:00,2.841735536674233,Clear,Morning,High,21.0,38.0,17.0,0
ORD_000625,CUST_00285,Colombo Suburbs,2023-01-16 12:00:00,8.267394174476298,Light Rain,Lunch,Gridlock,32.0,95.0,63.0,1
ORD_000626,CUST_01858,Colombo Suburbs,2023-01-16 12:00:00,3.6997342418298493,Clear,Lunch,High,22.0,56.0,34.0,1
ORD_000627,CUST_00016,Colombo 1-15,2023-01-16 13:00:00,6.839422364206881,Clear,Morning,High,29.0,53.0,24.0,0
ORD_000628,CUST_00944,Gampaha,2023-01-16 13:00:00,5.858704307725646,Heavy Rain (Monsoon),Afternoon,Medium,27.0,56.0,29.0,0
ORD_000629,CUST_00488,Colombo 1-15,2023-01-16 15:00:00,2.9120186414714597,Clear,Dinner,High,21.0,31.0,10.0,0
ORD_000630,CUST_00301,Colombo 1-15,2023-01-16 16:00:00,3.341837799427035,Clear,Afternoon,High,22.0,47.0,25.0,0
ORD_000631,CUST_00801,Kandy,2023-01-16 17:00:00,8.558362245664618,Light Rain,Afternoon,Low,32.0,43.0,11.0,0
ORD_000632,CUST_00991,Kandy,2023-01-16 17:00:00,3.041219771774186,Clear,Lunch,Gridlock,21.0,59.0,38.0,1
ORD_000633,CUST_00001,Colombo 1-15,2023-01-16 18:00:00,4.770417394202797,Clear,Dinner,Gridlock,25.0,60.0,35.0,1
ORD_000634,CUST_00056,Galle,2023-01-16 18:00:00,3.030505256187324,Clear,Lunch,High,21.0,52.0,31.0,1
ORD_000635,CUST_01017,Colombo 1-15,2023-01-16 18:00:00,3.830609414307286,Heavy Rain (Monsoon),Morning,Medium,23.0,89.0,66.0,1
ORD_000636,CUST_00888,Colombo 1-15,2023-01-16 18:00:00,4.379431966721492,Light Rain,Lunch,Low,24.0,40.0,16.0,0
ORD_000637,CUST_01866,Galle,2023-01-16 19:00:00,3.030012499775612,Clear,Lunch,Gridlock,21.0,74.0,53.0,1
ORD_000638,CUST_01158,Gampaha,2023-01-16 19:00:00,2.7725750879846225,Clear,Lunch,High,21.0,48.0,27.0,0
ORD_000639,CUST_01808,Colombo 1-15,2023-01-16 19:00:00,5.171364956072078,Clear,Morning,Medium,25.0,33.0,8.0,0
ORD_000640,CUST_00987,Colombo Suburbs,2023-01-16 20:00:00,2.9377127300964725,Light Rain,Dinner,Medium,21.0,39.0,18.0,0
ORD_000641,CUST_00178,Colombo 1-15,2023-01-16 20:00:00,2.988200067879403,Clear,Late Night,Medium,21.0,26.0,5.0,0
ORD_000642,CUST_00023,Colombo 1-15,2023-01-16 21:00:00,2.8023922520693545,Light Rain,Lunch,High,21.0,54.0,33.0,1
ORD_000643,CUST_01222,Colombo 1-15,2023-01-16 23:00:00,4.310465818588217,Clear,Afternoon,Medium,24.0,25.0,1.0,0
ORD_000644,CUST_00830,Colombo Suburbs,2023-01-16 23:00:00,7.183960388970162,Clear,Afternoon,Medium,29.0,35.0,6.0,0
ORD_000645,CUST_00005,Colombo 1-15,2023-01-16 23:00:00,9.51875742933776,Clear,Late Night,Low,34.0,29.0,-5.0,0
ORD_000646,CUST_00260,Colombo 1-15,2023-01-17 00:00:00,3.1175297985512316,Clear,Morning,Low,21.0,18.0,-3.0,0
ORD_000647,CUST_01831,Galle,2023-01-17 02:00:00,13.133357879948004,Light Rain,Dinner,High,41.0,65.0,24.0,0
ORD_000648,CUST_00501,Colombo Suburbs,2023-01-17 03:00:00,2.71189477527104,Light Rain,Lunch,Gridlock,20.0,85.0,65.0,1
ORD_000649,CUST_00375,Colombo 1-15,2023-01-17 04:00:00,7.704266464151215,Clear,Afternoon,Medium,30.0,36.0,6.0,0
ORD_000650,CUST_00419,Colombo Suburbs,2023-01-17 05:00:00,3.124117280331755,Clear,Lunch,High,21.0,51.0,30.0,0
ORD_000651,CUST_00088,Colombo Suburbs,2023-01-17 05:00:00,2.899500164490486,Light Rain,Lunch,High,21.0,56.0,35.0,1
ORD_000652,CUST_00272,Gampaha,2023-01-17 06:00:00,3.088303532723799,Clear,Lunch,Gridlock,21.0,87.0,66.0,1
ORD_000653,CUST_00274,Galle,2023-01-17 06:00:00,4.365689553717938,Clear,Morning,High,24.0,43.0,19.0,0
ORD_000654,CUST_00006,Colombo 1-15,2023-01-17 08:00:00,5.9893691268272375,Clear,Lunch,High,27.0,53.0,26.0,0
ORD_000655,CUST_01178,Colombo 1-15,2023-01-17 08:00:00,6.26472077895884,Light Rain,Dinner,Gridlock,28.0,88.0,60.0,1
ORD_000656,CUST_00347,Colombo Suburbs,2023-01-17 08:00:00,2.7954902460744098,Clear,Dinner,High,21.0,36.0,15.0,0
ORD_000657,CUST_01352,Colombo Suburbs,2023-01-17 09:00:00,2.732372709932814,Light Rain,Afternoon,Medium,20.0,56.0,36.0,1
ORD_000658,CUST_01446,Colombo 1-15,2023-01-17 09:00:00,2.833975945251045,Light Rain,Morning,Medium,21.0,48.0,27.0,0
ORD_000659,CUST_00090,Colombo Suburbs,2023-01-17 10:00:00,4.2389805279300825,Light Rain,Lunch,Gridlock,23.0,90.0,67.0,1
ORD_000660,CUST_00864,Colombo Suburbs,2023-01-17 11:00:00,4.034660655367285,Heavy Rain (Monsoon),Dinner,High,23.0,99.0,76.0,1
ORD_000661,CUST_00446,Galle,2023-01-17 12:00:00,2.78685095652219,Light Rain,Lunch,High,21.0,52.0,31.0,1
ORD_000662,CUST_01549,Colombo 1-15,2023-01-17 13:00:00,5.128441680395285,Clear,Late Night,Low,25.0,23.0,-2.0,0
ORD_000663,CUST_00094,Colombo Suburbs,2023-01-17 13:00:00,13.891600878652323,Clear,Dinner,Medium,43.0,55.0,12.0,0
ORD_000664,CUST_00919,Kandy,2023-01-17 14:00:00,3.482123361563436,Clear,Lunch,High,22.0,45.0,23.0,0
ORD_000665,CUST_00739,Colombo Suburbs,2023-01-17 14:00:00,3.6083264925813414,Clear,Dinner,Medium,22.0,26.0,4.0,0
ORD_000666,CUST_00175,Colombo Suburbs,2023-01-17 14:00:00,5.928853083790966,Clear,Dinner,Medium,27.0,30.0,3.0,0
ORD_000667,CUST_00038,Colombo 1-15,2023-01-17 15:00:00,3.3891930480442682,Clear,Dinner,Gridlock,22.0,91.0,69.0,1
ORD_000668,CUST_00849,Colombo Suburbs,2023-01-17 15:00:00,6.2618911545794225,Clear,Dinner,Gridlock,28.0,95.0,67.0,1
ORD_000669,CUST_01091,Galle,2023-01-17 15:00:00,3.1290475045999706,Clear,Lunch,High,21.0,40.0,19.0,0
ORD_000670,CUST_00200,Kandy,2023-01-17 16:00:00,11.201635604878232,Light Rain,Dinner,Gridlock,37.0,110.0,73.0,1
ORD_000671,CUST_00832,Colombo Suburbs,2023-01-17 16:00:00,5.3248656769751825,Light Rain,Dinner,Gridlock,26.0,108.0,82.0,1
ORD_000672,CUST_00313,Colombo 1-15,2023-01-17 16:00:00,3.2870434898601215,Heavy Rain (Monsoon),Dinner,High,22.0,69.0,47.0,1
ORD_000673,CUST_01017,Colombo 1-15,2023-01-17 17:00:00,3.338942533980057,Clear,Dinner,Medium,22.0,27.0,5.0,0
ORD_000674,CUST_00080,Colombo 1-15,2023-01-17 18:00:00,3.4663429164964894,Clear,Morning,Low,22.0,20.0,-2.0,0
ORD_000675,CUST_01585,Galle,2023-01-17 18:00:00,8.90288011775357,Clear,Lunch,Medium,33.0,47.0,14.0,0
ORD_000676,CUST_00166,Gampaha,2023-01-17 18:00:00,2.3764897314685247,Clear,Late Night,Low,20.0,24.0,4.0,0
ORD_000677,CUST_00271,Gampaha,2023-01-17 18:00:00,3.209224004497834,Clear,Lunch,High,21.0,41.0,20.0,0
ORD_000678,CUST_00007,Colombo 1-15,2023-01-17 19:00:00,3.3843765917737003,Clear,Afternoon,Medium,22.0,35.0,13.0,0
ORD_000679,CUST_00025,Colombo Suburbs,2023-01-17 19:00:00,4.446672290823842,Clear,Lunch,High,24.0,51.0,27.0,0
ORD_000680,CUST_00532,Galle,2023-01-17 19:00:00,3.9135510300787906,Light Rain,Morning,Medium,23.0,32.0,9.0,0
ORD_000681,CUST_00144,Colombo 1-15,2023-01-17 21:00:00,2.1263057501061127,Light Rain,Lunch,Medium,19.0,31.0,12.0,0
ORD_000682,CUST_01396,Gampaha,2023-01-17 21:00:00,3.6696219952866467,Clear,Lunch,High,22.0,50.0,28.0,0
ORD_000683,CUST_00001,Colombo 1-15,2023-01-17 23:00:00,4.264072367277588,Clear,Afternoon,High,24.0,40.0,16.0,0
ORD_000684,CUST_00288,Colombo Suburbs,2023-01-18 00:00:00,3.273798994066147,Clear,Dinner,Gridlock,22.0,69.0,47.0,1
ORD_000685,CUST_00228,Colombo 1-15,2023-01-18 01:00:00,6.31790549697219,Clear,Afternoon,Low,28.0,23.0,-5.0,0
ORD_000686,CUST_00001,Colombo 1-15,2023-01-18 01:00:00,7.097227496802906,Heavy Rain (Monsoon),Dinner,Medium,29.0,58.0,29.0,0
ORD_000687,CUST_00031,Colombo Suburbs,2023-01-18 02:00:00,4.309434332468549,Light Rain,Lunch,Gridlock,24.0,114.0,90.0,1
ORD_000688,CUST_00343,Colombo 1-15,2023-01-18 03:00:00,5.0292496268237326,Clear,Dinner,High,25.0,58.0,33.0,1
ORD_000689,CUST_00486,Galle,2023-01-18 06:00:00,1.5211581740452882,Clear,Dinner,High,18.0,42.0,24.0,0
ORD_000690,CUST_00327,Colombo Suburbs,2023-01-18 06:00:00,3.630784039941436,Clear,Morning,Medium,22.0,21.0,-1.0,0
ORD_000691,CUST_00564,Colombo 1-15,2023-01-18 07:00:00,7.406891464896879,Clear,Afternoon,Medium,30.0,38.0,8.0,0
ORD_000692,CUST_00709,Colombo 1-15,2023-01-18 08:00:00,3.626549729045078,Heavy Rain (Monsoon),Dinner,Medium,22.0,80.0,58.0,1
ORD_000693,CUST_00001,Colombo 1-15,2023-01-18 08:00:00,3.0998978576528375,Light Rain,Dinner,Gridlock,21.0,65.0,44.0,1
ORD_000694,CUST_00431,Colombo 1-15,2023-01-18 08:00:00,13.99702018476572,Clear,Late Night,Low,43.0,40.0,-3.0,0
ORD_000695,CUST_01856,Colombo 1-15,2023-01-18 08:00:00,11.128825065810402,Clear,Lunch,Low,37.0,42.0,5.0,0
ORD_000696,CUST_00539,Colombo Suburbs,2023-01-18 08:00:00,5.66205814649843,Light Rain,Late Night,Low,26.0,35.0,9.0,0
ORD_000697,CUST_00918,Galle,2023-01-18 09:00:00,7.920507687587612,Clear,Lunch,Gridlock,31.0,90.0,59.0,1
ORD_000698,CUST_00195,Colombo 1-15,2023-01-18 10:00:00,1.4726040423933946,Clear,Morning,Low,18.0,13.0,-5.0,0
ORD_000699,CUST_01198,Galle,2023-01-18 10:00:00,3.0229231076123346,Clear,Afternoon,High,21.0,39.0,18.0,0
ORD_000700,CUST_01195,Colombo 1-15,2023-01-18 10:00:00,3.543167366522066,Clear,Lunch,Medium,22.0,28.0,6.0,0
ORD_000701,CUST_00544,Colombo Suburbs,2023-01-18 11:00:00,3.982899017759978,Clear,Dinner,Medium,23.0,28.0,5.0,0
ORD_000702,CUST_01905,Kandy,2023-01-18 12:00:00,3.5079365584044844,Clear,Late Night,Low,22.0,17.0,-5.0,0
ORD_000703,CUST_00032,Colombo 1-15,2023-01-18 13:00:00,1.2523062535684895,Clear,Late Night,Medium,18.0,25.0,7.0,0
ORD_000704,CUST_00001,Colombo 1-15,2023-01-18 16:00:00,5.435830470466987,Clear,Dinner,Gridlock,26.0,58.0,32.0,1
ORD_000705,CUST_01186,Galle,2023-01-18 17:00:00,5.8815895919364785,Clear,Afternoon,Low,27.0,22.0,-5.0,0
